The config file is：
Namespace(batch_size=16, checkpoint_path=None, ckpt=3000, cuda='0', dataset='huabei_1993to2017.xlsx', epochs=30000, features=['wind', 'VPD', 'srad', 'prec'], infer_dataset='SSP126_climate_data.xlsx', lr=1e-05, method='delete', mod='DCLFormer', save_dir=None, sc='2', targets=['Wg'], task='wv3', test=True, train=True, train_set_path='', use_combined=False, window=3)
The save_dir is model_infer/DCLFormer/['Wg']_sc2_20250901222308
Epoch 1000, Loss: 6166.0571
Epoch 2000, Loss: 1391.3181
Epoch 3000, Loss: 748.4772
Epoch 4000, Loss: 534.2263
Epoch 5000, Loss: 478.5195
Epoch 6000, Loss: 386.0225
Epoch 7000, Loss: 385.0824
Epoch 8000, Loss: 330.8752
Epoch 9000, Loss: 262.7430
Epoch 10000, Loss: 245.5903
Epoch 11000, Loss: 201.8047
Epoch 12000, Loss: 195.5867
Epoch 13000, Loss: 193.0457
Epoch 14000, Loss: 173.0686
Epoch 15000, Loss: 150.7423
Epoch 16000, Loss: 153.6085
Epoch 17000, Loss: 138.7628
Epoch 18000, Loss: 138.8073
Epoch 19000, Loss: 112.9625
Epoch 20000, Loss: 119.3045
Epoch 21000, Loss: 107.5005
Epoch 22000, Loss: 109.1440
Epoch 23000, Loss: 92.9034
Epoch 24000, Loss: 102.1668
Epoch 25000, Loss: 87.3999
Epoch 26000, Loss: 90.0761
Epoch 27000, Loss: 93.4552
Epoch 28000, Loss: 84.5837
Epoch 29000, Loss: 83.1798
Epoch 30000, Loss: 84.5632
