The config file is：
Namespace(batch_size=16, checkpoint_path=None, ckpt=1000, cuda='0', dataset='huabei_1993to2017.xlsx', epochs=30000, features=['Tmax', 'Tmin', 'RH', 'Tavg'], infer_dataset='SSP126_climate_data.xlsx', lr=1e-05, method='delete', mod='DCLFormer', save_dir=None, sc='2', targets=['Wb'], task='wv3', test=True, train=True, train_set_path='', use_combined=False, window=3)
The save_dir is model_infer/DCLFormer/['Wb']_sc2_20250831111902
Epoch 1000, Loss: 40137.5430
Epoch 2000, Loss: 8936.2490
Epoch 3000, Loss: 5113.1855
Epoch 4000, Loss: 3971.5764
Epoch 5000, Loss: 3046.8562
Epoch 6000, Loss: 2180.9333
Epoch 7000, Loss: 1472.8513
Epoch 8000, Loss: 1475.9036
Epoch 9000, Loss: 1209.6836
Epoch 10000, Loss: 1130.4280
Epoch 11000, Loss: 1010.0854
Epoch 12000, Loss: 969.7693
Epoch 13000, Loss: 935.1692
Epoch 14000, Loss: 871.5195
Epoch 15000, Loss: 859.9992
Epoch 16000, Loss: 741.1463
Epoch 17000, Loss: 805.4854
Epoch 18000, Loss: 801.9731
Epoch 19000, Loss: 762.3375
Epoch 20000, Loss: 719.7487
Epoch 21000, Loss: 640.8106
Epoch 22000, Loss: 765.2138
Epoch 23000, Loss: 660.8096
Epoch 24000, Loss: 618.5181
Epoch 25000, Loss: 635.4779
Epoch 26000, Loss: 590.5738
Epoch 27000, Loss: 600.9918
Epoch 28000, Loss: 606.9352
Epoch 29000, Loss: 574.0925
Epoch 30000, Loss: 577.4580
